		Data				
FL	Jackson	1071387.53	-2964863.53	34785	30.8002739686647	-85.2339666522927
FL	Jefferson	301368.02	-828067.46	9874	30.5213712781041	-83.8634251569779
FL	Lafayette	106286.85	-294172.29	3537	30.05	-83.17
FL	Lake	7048431.58	-20051772.67	245219	28.7434153960337	-81.7708769304173
FL	Lee	12607795.82	-38823314.09	474270	26.5835828114787	-81.8590973285259
FL	Leon	5955606.42	-16482590.3	195622	30.4444613591518	-84.2573447771723
FL	Levy	793334.48	-2233691.88	27033	29.3468900972885	-82.6283386971479
FL	Liberty	140370.2	-392003.18	4616	30.4094887348354	-84.9226993067591
FL	Madison	412911.54	-1130937.55	13554	30.4641832669323	-83.4393942747528
FL	Manatee	6862731.12	-20618941.02	249770	27.4762025863795	-82.5517116547223
FL	Marion	7256222.62	-20436639.62	248882	29.155272860231	-82.1137712650975
FL	Martin	3134080.8	-9257229.53	115373	27.1647681866641	-80.2373998249157
FL	Miami-Dade	49675715.07	-154644884.65	1927303	25.7747303200379	-80.2390099792301
FL	Monroe	1559943.82	-5124709.44	63074	24.7319627738846	-81.249158765894
FL	Nassau	1887577.07	-5031554.66	61643	30.6211097772659	-81.624104277858
FL	Okaloosa	4808308.02	-13629467.79	157446	30.5394104645402	-86.565983194238
FL	Okeechobee	798077.52	-2367864.36	29298	27.24	-80.82
FL	Orange	26222852.06	-74823420.22	919238	28.5267276374562	-81.397222721428
FL	Osceola	5900102.46	-16975479.36	208600	28.2842879194631	-81.3781369127517
FL	Palm Beach	27818477.24	-83718549.83	1044959	26.6215968664799	-80.1165881436496
FL	Pasco	9647463.82	-28153481.28	341229	28.2726961073062	-82.5061213437311
FL	Pinellas	20192190.24	-59887465.34	724022	27.8889180715503	-82.7149801249133
FL	Polk	12882971.75	-37596650.72	459654	28.0275419119599	-81.7933722321572
FL	Putnam	1722443.67	-4756606.38	58181	29.6049168972689	-81.7553218404634
FL	Santa Rosa	3752032.07	-10686902.27	122756	30.5649586985565	-87.0580849001271
FL	Sarasota	8366278.95	-25344550.42	307367	27.2191840698579	-82.4569664928246
FL	Seminole	9040588.03	-25606341.82	314999	28.700370572605	-81.2902320959749
FL	St Johns	4598076.71	-12484786.18	153407	29.9730567053655	-81.383419139935
FL	St Lucie	5598442.85	-16461635.29	204898	27.3230722115394	-80.3406343156107
FL	St. Johns	79296.83	-214813.28	2641	30.0253048087845	-81.3378568723968
FL	St. Lucie	126792.1	-372011.78	4631	27.3789894191319	-80.3307665730944
FL	Sumter	1942436.62	-5521539.61	67348	28.8417862445804	-81.9852053513096
FL	Suwannee	890306.37	-2444641.65	29470	30.2105995928062	-82.9535680352901
FL	Taylor	437185.3	-1215186.66	14542	30.0636294870032	-83.5639293082107
FL	Union	263876.9	-723610.72	8790	30.0201251422071	-82.3220386803186
FL	Volusia	11292896.68	-31510627.11	388448	29.0718363333059	-81.1192929555565
FL	Wakulla	666342.99	-1864677.87	22099	30.1526308882755	-84.3783822797412
FL	Walton	1229344.13	-3466796.32	40225	30.5616937228092	-86.1851167184587
FL	Washington	465557.72	-1296659.03	15149	30.7319110172289	-85.5937045349528
GA	Appling	407914.76	-1057615.99	12845	31.7566959906578	-82.3367839626314
GA	Atkinson	208265.21	-551513.89	6653	31.3039546069442	-82.8970223959116
GA	Bacon	217783.7	-569455.35	6905	31.54	-82.47
GA	Baker	56214.8	-151528.52	1796	31.3	-84.37
GA	Baldwin	986785.11	-2483380.15	29835	33.0747481146305	-83.2371426177309
GA	Banks	493101.21	-1200561.95	14377	34.2979209849064	-83.5057348542811
GA	Barrow	1964365.56	-4840003.8	57808	33.9808600885691	-83.7255016606698
GA	Bartow	2671443.59	-6624475.38	78095	34.2076136756515	-84.8258579934695
GA	Ben Hill	434575.3	-1141274.25	13709	31.7	-83.25
GA	Berrien	436229.23	-1163319.67	13976	31.2127382655982	-83.2369540641099
GA	Bibb	3960703.53	-10094719.67	120659	32.8255955212624	-83.6632134362128
GA	Bleckley	300389.26	-773237.95	9277	32.38	-83.35
GA	Brantley	253452.64	-665706.34	8123	31.201851532685	-81.9532611104272
GA	Brooks	336282.28	-911383.53	10903	30.8430963954875	-83.5901614234614
GA	Bryan	958989.32	-2439050.48	29968	32.0004444741057	-81.3884970635344
GA	Bulloch	1319321.11	-3326028.43	40677	32.4340809302554	-81.7668075325122
GA	Burke	533948.95	-1324494.26	16150	33.0618544891641	-82.0120284829721
GA	Butts	685122.1	-1727975.58	20581	33.2890578689082	-83.9597483115495
GA	Calhoun	130000.43	-349560.29	4129	31.48472511504	-84.6597941390167
GA	Camden	1195190.58	-3167006.77	38795	30.8078510117283	-81.6344057223869
GA	Candler	228219.94	-578194.76	7046	32.39	-82.06
GA	Carroll	3218433.92	-8136264.8	95684	33.6360720705656	-85.0326574975963
GA	Catoosa	1310328.07	-3194823.9	37533	34.9113598699811	-85.1203980497163
GA	Charlton	219147.73	-584064.8	7121	30.7748532509479	-82.0200533632917
GA	Chatham	6328454.85	-16000228.8	197266	32.0808190463638	-81.1099165593665
GA	Chattahoochee	363633.2	-953118.41	11233	32.3718686014422	-84.8498540016024
GA	Chattooga	666379.48	-1649279	19324	34.4845518526185	-85.3487373214655
GA	Cherokee	6336621.86	-15678607.97	185500	34.1596865768194	-84.5207976819407
GA	Clarke	2399008.85	-5892587.57	70663	33.95	-83.39
GA	Clay	49185.16	-132244.44	1556	31.61	-84.99
GA	Clayton	5414942.9	-13613882.43	161384	33.5531583056561	-84.3570764759827
GA	Clinch	124430.3	-331827.5	4010	31.03	-82.75
GA	Cobb	20097783.42	-50096546.99	592392	33.9264936393469	-84.5665488224014
GA	Coffee	927595.22	-2437606.87	29429	31.5197668965986	-82.8300951442455
GA	Colquitt	948970.84	-2549318.12	30437	31.1781989026514	-83.7572073463219
GA	Columbia	3559083.88	-8731545.11	106335	33.4704836601307	-82.113557248319
GA	Cook	384381.49	-1029207.1	12336	31.1593296044099	-83.4311851491569
GA	Coweta	3455653.65	-8779663.72	103615	33.350901413888	-84.7335204362303
GA	Crawford	138028.46	-354351.44	4218	32.7236747273589	-84.0093504030346
GA	Crisp	509423.88	-1335509.91	15943	31.952824437057	-83.7677921344791
GA	Dade	490831.93	-1202594.35	14071	34.8825193660721	-85.4661608983015
GA	Dawson	694148.14	-1696246.37	20167	34.42	-84.11
GA	Decatur	632214.83	-1733058.29	20499	30.8412522562076	-84.5435528562369
GA	Dekalb	18363335.05	-45776200.37	543342	33.7970100783668	-84.2493316732371
GA	Dodge	424401.39	-1096613.65	13186	32.1857568633399	-83.1649969664796
GA	Dooly	243157.35	-633716.85	7564	32.1466618191433	-83.7806517715495
GA	Dougherty	2349955.44	-6269572.28	74462	31.5591233112191	-84.1982793908302
GA	Douglas	3593047.95	-9023760.24	106497	33.7384898166146	-84.7325299304206
GA	Early	253602.21	-687858.45	8100	31.3089148148148	-84.9207962962963
GA	Echols	20323.4	-54965.86	662	30.7	-83.03
GA	Effingham	1437081.21	-3618314.13	44504	32.2910572083408	-81.3031217418659
GA	Elbert	573755.54	-1393890.24	16816	34.1196205994291	-82.8907136060894
GA	Emanuel	508479.89	-1285104.6	15610	32.5739839846252	-82.3257270980141
GA	Evans	254535.92	-648259.46	7915	32.1586759317751	-81.9026481364498
GA	Fannin	616116.19	-1489045.75	17660	34.8876664779162	-84.317426387316
GA	Fayette	3031284.56	-7664819.38	90703	33.4198930575615	-84.5045850743636
GA	Floyd	2377662.49	-5913698.54	69425	34.2479292761973	-85.1811096867123
GA	Forsyth	3564563.4	-8768617.51	104227	34.2	-84.13
GA	Franklin	551698.47	-1335023.55	16059	34.3544722585466	-83.1324210722959
GA	Fulton	27788430.09	-69329279.94	821485	33.8270693804513	-84.3950649616244
GA	Gilmer	697148.76	-1697166.85	20099	34.6857435693318	-84.4403627046122
GA	Glascock	77175.51	-191954.36	2323	33.2223461041756	-82.632096427034
GA	Glynn	1911333.7	-4988110.3	61202	31.2299222247639	-81.502406784092
GA	Gordon	1511934.99	-3721869.01	43830	34.4954366872005	-84.916016655259
GA	Grady	499915.71	-1362926.6	16183	30.8914113575975	-84.2196502502626
GA	Greene	409153.8	-1013380.88	12188	33.5702166064982	-83.1457893009518
GA	Gwinnett	21237948.22	-52559372.2	625330	33.9627848016247	-84.0506167943326
GA	Habersham	1139795.35	-2756425.41	33000	34.539253030303	-83.5280427272727
GA	Hall	4663676.44	-11406872.21	136063	34.2758607409803	-83.835224932568
GA	Hancock	206706.51	-515492.61	6213	33.27	-82.97
GA	Haralson	668694.05	-1688634.68	19821	33.7366454770193	-85.194222289491
GA	Harris	848008.03	-2199977.63	25924	32.7113111402561	-84.8625840919611
GA	Hart	591985.61	-1430027.45	17234	34.3498671231287	-82.9771063014971
GA	Heard	216985.6	-554786.8	6520	33.28	-85.09
GA	Henry	6743813.64	-16959991.32	201424	33.48068571769	-84.2004494002701
GA	Houston	3539981.94	-9092746.65	108721	32.5602407998455	-83.6337657858187
GA	Irwin	170452.86	-448922.67	5395	31.5945987025023	-83.210874884152
GA	Jackson	1901673.62	-4660578.01	55723	34.1272655815373	-83.6383182886779
GA	Jasper	362304.83	-909303.04	10867	33.3399125793687	-83.6756271280022
GA	Jeff Davis	335724.18	-870555.9	10540	31.8523889943074	-82.5954364326376
GA	Jefferson	457961.72	-1142571.18	13864	33.0324379688402	-82.4128087132141
GA	Jenkins	214619	-536698.52	6548	32.7762675626145	-81.9637324373855
GA	Johnson	186368.1	-470991.66	5697	32.7133754607688	-82.6736282253818
GA	Jones	840320.79	-2133242.51	25523	32.9240602593739	-83.5811820710732
GA	Lamar	410548.78	-1044939.72	12416	33.0661066365979	-84.160737757732
GA	Lanier	155168.45	-415393.24	5001	31.0274845030994	-83.0620355928814
GA	Laurens	1228856.83	-3135055.94	37798	32.5111601142918	-82.9423763162072
GA	Lee	679328.33	-1801589.87	21403	31.7398649722002	-84.1746423398589
GA	Liberty	1644031.37	-4213301.2	51656	31.8265326389964	-81.564604305405
GA	Lincoln	205341.83	-501170.19	6077	33.79	-82.47
GA	Long	187057.29	-482184.26	5899	31.71	-81.74
GA	Lowndes	2529184.95	-6828391.96	82005	30.8418383025425	-83.2679953661362
GA	Lumpkin	735768.72	-1789943.82	21318	34.5139656628201	-83.9639656628202
GA	Macon	274860.72	-714597.24	8504	32.3213452492944	-84.0307196613358
GA	Madison	710773.66	-1736650.24	20868	34.0604590760974	-83.2207322215833
GA	Marion	155666.09	-406413.53	4811	32.3562855955103	-84.4758948243608
GA	McDuffie	576743.17	-1422047.04	17242	33.4498996636121	-82.4757591926691
GA	McIntosh	261203.68	-676592.84	8306	31.447589694197	-81.458324103058
GA	Meriwether	509074.99	-1306585.57	15436	32.9797220782586	-84.6453465923814
GA	Miller	139333.95	-378728.91	4473	31.15	-84.67
GA	Mitchell	563610.67	-1520850.63	18070	31.1904078583287	-84.1643956834532
GA	Monroe	526170.03	-1336933.56	15929	33.032207294871	-83.9307903823216
GA	Montgomery	188056.22	-482995.61	5851	32.1408682276534	-82.5492411553581
GA	Morgan	478069.86	-1188575.54	14238	33.5770375052676	-83.4791080207894
GA	Murray	968187.74	-2359284	27832	34.7868546996263	-84.7687553894797
GA	Muscogee	4779131.58	-12474299.3	146986	32.5141957737472	-84.8672615078987
GA	Newton	2590392.72	-6464500.23	77097	33.5991377096385	-83.8489205805673
GA	Oconee	891044.01	-2194713.1	26301	33.8787122162655	-83.4459944488803
GA	Oglethorpe	448895.81	-1100547.73	13230	33.9301443688587	-83.1857694633409
GA	Paulding	2643064.7	-6613117.5	77970	33.8984827497756	-84.8161792997307
GA	Peach	903990.75	-2323568.4	27725	32.6056176735798	-83.8076970243463
GA	Pickens	813797.72	-1993549.29	23612	34.4654294426563	-84.4294972895138
GA	Pierce	458307.69	-1203216.48	14634	31.3180053300533	-82.2206150061501
GA	Pike	484098.18	-1233908.84	14624	33.1029937089716	-84.3756044857768
GA	Polk	1192674.71	-2985987.62	35069	34.0093732356212	-85.146072599732
GA	Pulaski	250137.72	-646809.03	7749	32.28	-83.47
GA	Putnam	532153.72	-1331661.98	15971	33.32	-83.38
GA	Quitman	54399.8	-145248.32	1708	31.85	-85.04
GA	Rabun	437778.44	-1046854.55	12552	34.8771861057999	-83.4014141172722
GA	Randolph	159911.67	-426527.7	5035	31.7600139026812	-84.7125521350546
GA	Richmond	4832202	-11861872.64	144628	33.411248167713	-82.0164327792682
GA	Rockdale	2189919.6	-5465690.6	65060	33.66	-84.01
GA	Schley	100460.91	-262763.1	3117	32.23	-84.3
GA	Screven	362794.22	-904812.98	11085	32.7283915200722	-81.6249869192603
GA	Seminole	212400.41	-580866.76	6845	31.0300087655223	-84.8600087655223
GA	Spalding	1544846.61	-3916448.25	46475	33.2403789133943	-84.27
GA	Stephens	798223.61	-1924478.62	23106	34.5461616030468	-83.2891292305029
GA	Stewart	106538.12	-281549.57	3323	32.060824556124	-84.7275263316281
GA	Sumter	729697.78	-1917074.03	22761	32.059126576161	-84.2262655419358
GA	Talbot	148311.21	-384233.92	4543	32.6460950913493	-84.5771340523883
GA	Taliaferro	41367.15	-102203.37	1233	33.55	-82.89
GA	Tattnall	501519.75	-1284043.41	15655	32.0357553497285	-82.0212973490898
GA	Taylor	186609.15	-482556.13	5733	32.55	-84.1716605616606
GA	Telfair	270682.11	-700717.09	8453	32.0220170353721	-82.8956689932569
GA	Terrell	218670.82	-581215	6884	31.7650813480535	-84.4298373038931
GA	Thomas	1039157.14	-2828173.75	33686	30.8483387757525	-83.956947990263
GA	Tift	1001815.19	-2660252.27	31850	31.4541660910518	-83.5244040816327
GA	Toombs	681996.38	-1744241.76	21176	32.2061003022289	-82.3688024178315
GA	Towns	308835.4	-740657.8	8840	34.9361312217195	-83.7848190045249
GA	Treutlen	133590.99	-340848.93	4127	32.37	-82.59
GA	Troup	1733180.72	-4459826	52475	33.0286940447832	-84.9895378751787
GA	Turner	256141.63	-675634.2	8079	31.704620621364	-83.6284441143706
GA	Twiggs	198017.64	-505615.2	6066	32.6438575667656	-83.3523244312562
GA	Union	570839.86	-1374692.78	16374	34.862578478075	-83.9558311957982
GA	Upson	635796.37	-1629579.94	19329	32.8933917947126	-84.3075140979875
GA	Walker	1904819.2	-4659570.44	54636	34.8638114063987	-85.2838868145545
GA	Walton	2960028.59	-7339497.97	87575	33.7999268055952	-83.8081412503568
GA	Ware	861082.56	-2272480.79	27591	31.2088202674785	-82.3631180457396
GA	Warren	130507.26	-322901.2	3906	33.4119969278034	-82.6679979518689
GA	Washington	489592.33	-1229496.85	14851	32.9669604740421	-82.7888256683052
GA	Wayne	760299.6	-1973865.92	24097	31.5516288334647	-81.9133468896543
GA	Webster	42800.1	-112860.9	1335	32.06	-84.54
GA	Wheeler	110819.8	-285062.02	3446	32.158966918166	-82.722582704585
GA	White	689519.18	-1668429.1	19921	34.6126790823754	-83.752276492144
GA	Whitfield	2784073.1	-6803235.58	80052	34.7783078498976	-84.9852043671613
GA	Wilcox	180239.36	-470186.63	5636	31.9800141944642	-83.4255908445706
GA	Wilkes	274755.21	-673551.26	8139	33.7578584592702	-82.7560216242782
GA	Wilkinson	278451.2	-705592.93	8475	32.855598820059	-83.2558029498525
GA	Worth	419014.26	-1113671.9	13286	31.5380295047418	-83.8229640222791
HI	Hawaii	2666698.8	-21051846.66	135430	19.690606217234	-155.444485416821
HI	Honolulu	16396294.58	-121204925.43	767538	21.3621925950246	-157.913908405838
HI	Kauai	1184281.43	-8576597.34	53793	22.0155304593534	-159.437052032792
HI	Maui	2497564.93	-18739185.69	119747	20.8570146224958	-156.489813440003
IA	Adair	245120.17	-559717.07	5928	41.34955634278	-94.4192088394062
IA	Adams	120649.53	-278726.55	2943	40.9954230377166	-94.7083078491335
IA	Allamakee	524059.33	-1107672.53	12117	43.2499240736156	-91.4147503507469
IA	Appanoose	378820.69	-863349.85	9298	40.7421692837169	-92.8532856528286
IA	Audubon	167567.95	-381611.67	4021	41.6732031832877	-94.9046679930366
IA	Benton	855549.12	-1872509.49	20351	42.0396599675692	-92.0106869441305
IA	Black Hawk	4328708.24	-9409109.05	101879	42.4887193631661	-92.3557264009266
IA	Boone	838622.36	-1873837.26	19960	42.0151482965932	-93.879622244489
IA	Bremer	865958.26	-1871457.78	20263	42.7359354488477	-92.3583763509845
IA	Buchanan	590711.11	-1277461.9	13903	42.4880320794073	-91.8839027548011
IA	Buena Vista	663897.88	-1480906.98	15560	42.6669588688946	-95.173970437018
IA	Butler	540587.64	-1174284.73	12661	42.6970729010347	-92.7481818181818
IA	Calhoun	349354.39	-779681.14	8240	42.3973774271845	-94.6214975728156
IA	Carroll	742016.18	-1674967.51	17656	42.0262902129588	-94.8667597417309
IA	Cass	480685.82	-1104007.36	11623	41.3564329346985	-94.9847165103674
IA	Cedar	609657.37	-1330455.88	14600	41.7573541095891	-91.1271150684932
IA	Cerro Gordo	1530466.59	-3308076.93	35480	43.1360369222097	-93.2377939684329
IA	Cherokee	395886.07	-885124.89	9260	42.7522753779698	-95.5858412526998
IA	Chickasaw	462686.45	-993031.48	10754	43.0245908499163	-92.3406620792263
IA	Clarke	275117.35	-628918.25	6705	41.0316703952275	-93.7983967188665
IA	Clay	574327.09	-1267399.33	13317	43.1273627693925	-95.1715348802283
IA	Clayton	614678.59	-1310185.53	14348	42.8407157792027	-91.314854335099
IA	Clinton	1637139.15	-3535273.14	39128	41.8406039153547	-90.3514910038847
IA	Crawford	555499.36	-1260440.54	13220	42.0196187594554	-95.3434599092284
IA	Dallas	2588328.47	-5836146.96	62173	41.6310692744439	-93.8694764608431
IA	Davis	241781.86	-548403.92	5934	40.7451735760027	-92.4172430064038
IA	Decatur	160430.34	-369967.47	3943	40.6873801673852	-93.8289297489221
IA	Delaware	519492.44	-1118253.75	12236	42.4560673422687	-91.3904666557699
IA	Des Moines	1312588.68	-2930481.52	32154	40.821940660571	-91.1389413447783
IA	Dickinson	643131.72	-1410267.79	14824	43.384492714517	-95.1340926875337
IA	Dubuque	3166546.28	-6762576.41	74514	42.4959910889229	-90.7557829401187
IA	Emmet	340252.07	-743109.24	7843	43.3828981257172	-94.7480861915084
IA	Fayette	624252.02	-1338792.33	14577	42.8244508472251	-91.8427886396378
IA	Floyd	566083.66	-1219185.2	13143	43.0711146617971	-92.7630830099673
IA	Franklin	381751.48	-832645.74	8936	42.7206222023277	-93.1787981199642
IA	Fremont	208533.44	-489555.85	5119	40.7371439734323	-95.6350556749365
IA	Greene	305595.59	-686103.28	7270	42.0351568088033	-94.3745914718019
IA	Grundy	388753.68	-851138.26	9178	42.3571235563304	-92.7367901503595
IA	Guthrie	333313.84	-756024.16	8003	41.648611770586	-94.4675946520055
IA	Hamilton	509150.9	-1125807.44	12006	42.4080376478428	-93.7704014659337
IA	Hancock	320773.38	-697866.42	7449	43.0626097462747	-93.6859202577527
IA	Hardin	542011.3	-1191012.06	12774	42.430820416471	-93.2372052606858
IA	Harrison	482062.44	-1108787.88	11575	41.6468630669547	-95.7916095032397
IA	Henry	631167.83	-1409689.63	15403	40.9769415049016	-91.5204590014932
IA	Howard	371700.24	-790732.22	8572	43.3621371908539	-92.2459426038264
IA	Humboldt	315932.68	-696614.24	7392	42.7398106060606	-94.2389393939394
IA	Ida	240843.52	-542560.44	5681	42.3945643372646	-95.5043900721704
IA	Iowa	554316.41	-1223324.48	13292	41.7030100812519	-92.034643394523
IA	Jackson	727656.99	-1563426.13	17266	42.1439238966755	-90.549410981119
IA	Jasper	1201457.65	-2683538.78	28834	41.6680880210862	-93.0685572587917
IA	Jefferson	536933.09	-1203887.68	13092	41.0123044607394	-91.9559792239535
IA	Johnson	3870138.51	-8501191.59	92849	41.6820699199776	-91.5593230944867
IA	Jones	739768.68	-1600059.41	17549	42.1544635021939	-91.1766716052197
IA	Keokuk	259408.37	-579253.99	6283	41.2873420340602	-92.1938548464109
IA	Kossuth	531462.39	-1160924.94	12322	43.1311791916897	-94.215625710112
IA	Lee	1093150.1	-2464438.33	26965	40.5395920637864	-91.3939673651029
IA	Linn	7301452.29	-15931305.85	173854	41.9976088557065	-91.6361190999344
IA	Louisa	307020.15	-680002.22	7451	41.2052274862435	-91.2632156757482
IA	Lucas	275201.39	-626136.1	6711	41.0075085680227	-93.2999701981821
IA	Lyon	378537.97	-839624.45	8727	43.3754978801421	-96.2099747908789
IA	Madison	559707.75	-1271459.32	13529	41.3709623771158	-93.980288269643
IA	Mahaska	627834.91	-1407673.67	15197	41.3130821872738	-92.6283917878529
IA	Marion	1056398.47	-2376643.63	25547	41.3511750890516	-93.0302434728148
IA	Marshall	1299352.07	-2873776.76	30924	42.0175937782952	-92.9303052645195
IA	Mills	461414.53	-1076088.71	11245	41.0328617163184	-95.6948608270342
IA	Mitchell	314915.54	-674899.62	7270	43.3171306740028	-92.8335103163687
IA	Monona	261752.7	-597227.83	6223	42.0621404467299	-95.9710477261771
